Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
720201033,34,F,1,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,1250,4
721249158,52,F,1,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,1250,4
721417233,26,M,0,Graduate,Single,PA,91750,yes,no,no,cellular,Selfemployeed,1250,5
767294658,51,F,3,Graduate,Married,CA,91750,no,yes,yes,cellular,Selfemployeed,1250,3
767712558,59,F,1,High School,Single,TX,91750,no,yes,yes,unknown,Selfemployeed,1250,4
772336458,56,F,3,Graduate,Single,CA,91750,no,no,no,unknown,Selfemployeed,1250,5
772390908,56,F,1,High School,Married,WA,53010,no,no,yes,cellular,Selfemployeed,1250,5
778867533,30,M,1,Uneducated,Single,CA,91750,yes,no,no,unknown,Selfemployeed,1250,5
779471883,59,F,2,Unknown,Single,CA,91750,no,yes,no,telephone,Selfemployeed,1250,4
781794708,56,F,1,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,1250,4
789322833,58,F,1,Graduate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,1250,3
789842283,38,F,0,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,1250,4
803595858,47,F,3,Unknown,Single,TX,91750,yes,yes,yes,unknown,Selfemployeed,1250,4
708868233,48,F,2,Uneducated,Married,CA,91750,no,no,yes,unknown,Selfemployeed,2565,1
708953883,59,F,0,Unknown,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,3
709106358,65,F,1,Unknown,Single,NY,91750,no,no,no,unknown,Selfemployeed,2565,2
709173108,47,F,1,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565,3
709345008,52,F,1,Graduate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,2565,1
709465758,43,F,3,Doctorate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,2565,1
709547658,48,F,5,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,2565,2
709564683,44,F,3,Graduate,Unknown,CA,91750,no,yes,yes,cellular,Selfemployeed,2565,2
710299608,56,F,1,Uneducated,Married,PA,91750,no,no,no,cellular,Selfemployeed,2565,3
710524533,28,F,1,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,2565,3
710754933,32,F,2,Graduate,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,2565,3
710819733,43,F,3,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,2565,2
711204483,59,F,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,2565,3
711357858,45,F,3,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,2565,2
711551958,50,F,2,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,2565,1
711593808,40,F,4,Graduate,Married,NJ,91750,yes,no,no,unknown,Selfemployeed,2565,2
711791583,54,F,2,High School,Single,NY,91750,no,yes,no,cellular,Selfemployeed,2565,3
711887583,54,F,1,Graduate,Single,TX,91750,no,no,no,unknown,Selfemployeed,2565,1
712120608,59,F,1,Uneducated,Single,NY,91750,yes,yes,yes,cellular,Selfemployeed,2565,2
712159083,49,F,2,Post-Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,2565,2
712240083,49,F,2,Uneducated,Single,TX,91750,no,no,no,cellular,Selfemployeed,2565,2
712551258,48,F,5,Unknown,Single,TX,91750,no,no,no,unknown,Selfemployeed,2565,3
712950783,65,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,Selfemployeed,2565,2
713053383,48,F,4,Doctorate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,2565,3
713823033,65,F,0,Graduate,Married,FL,91750,no,no,yes,cellular,Selfemployeed,2565,1
713865333,36,F,1,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,3
713945883,40,F,2,Graduate,Single,CA,91750,no,yes,no,telephone,Selfemployeed,2565,5
714983283,29,F,1,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,2565,3
716053083,59,F,0,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,2565,1
716223708,42,F,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Selfemployeed,2565,3
716991933,52,F,4,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,3
717412608,53,F,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,2565,3
717975333,45,F,2,Uneducated,Single,TX,91750,no,yes,no,unknown,Selfemployeed,2565,3
718362783,53,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,4
718577958,40,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,2565,5
718621608,37,F,1,High School,Single,NY,91750,no,yes,no,telephone,Selfemployeed,2565,4
718675158,45,F,3,Uneducated,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,3
719211558,60,F,0,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,2565,4
719309958,31,F,0,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,2565,4
719318583,35,F,4,High School,Unknown,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,4
719418933,56,F,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,5
719808558,35,F,2,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565,4
720007383,44,F,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,5
720071583,36,F,1,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565,5
720122808,62,F,0,High School,Single,CA,91750,no,no,no,telephone,Selfemployeed,2565,4
720181758,44,F,5,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,5
720370533,27,F,1,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,2565,3
720426708,33,F,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,2565,5
720605808,47,F,5,Uneducated,Unknown,TX,91750,yes,yes,yes,unknown,Selfemployeed,2565,4
720693033,37,F,2,Uneducated,Married,FL,91750,no,yes,no,cellular,Selfemployeed,2565,3
720997383,53,F,3,Uneducated,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,4
721003008,52,F,2,Graduate,Single,FL,91750,yes,yes,yes,cellular,Selfemployeed,2565,4
739594758,40,F,4,Post-Graduate,Married,NJ,91750,yes,yes,no,unknown,Selfemployeed,2565,4
752604633,56,F,2,Uneducated,Married,NJ,91750,no,no,no,cellular,Selfemployeed,2565,4
763895958,42,F,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565,5
770724558,58,F,1,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,2565,4
771963708,50,F,2,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,2565,5
772308408,49,F,3,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565,5
772532208,42,F,4,Uneducated,Single,TX,91750,no,yes,no,telephone,Selfemployeed,2565,4
778388358,50,F,1,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,2565,5
778663458,45,F,3,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,2565,4
778708533,42,F,4,Graduate,Single,NV,91750,yes,no,no,cellular,Selfemployeed,2565,4
778868958,48,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,2565,5
778929783,36,F,2,Graduate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,2565,5
779216358,49,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,5
787515333,29,F,1,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,2565,5
789513858,42,F,4,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,2565,3
793059108,44,F,3,Graduate,Married,MI,91750,no,yes,no,cellular,Selfemployeed,2565,5
794977533,41,F,4,Graduate,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,2565,4
798792408,31,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,5
802002858,35,F,4,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,2565,4
821797008,50,F,1,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,2565,4
708083283,62,F,0,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,5225,2
708241233,38,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,5225,1
708983658,38,F,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,5225,2
709991883,45,F,5,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,5225,3
710586483,57,F,3,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,5225,3
710620383,59,F,1,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,5225,2
711159108,36,F,0,Graduate,Unknown,TX,91750,yes,yes,yes,unknown,Selfemployeed,5225,2
712315683,46,F,3,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,5225,3
712672083,48,F,2,Uneducated,Married,NY,91750,no,yes,no,cellular,Selfemployeed,5225,3
712924383,49,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,5225,3
713137233,41,F,3,Unknown,Married,CO,91750,no,yes,no,cellular,Selfemployeed,5225,2
713259858,45,F,4,Graduate,Married,FL,91750,yes,yes,no,cellular,Businessman,5225,1
714208533,49,F,3,Graduate,Single,MA,91750,yes,yes,no,telephone,Selfemployeed,5225,1
714272658,44,F,3,Graduate,Married,NY,91750,no,no,yes,unknown,Selfemployeed,5225,1
714412308,55,F,3,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,5225,2
714752208,47,F,5,Uneducated,Single,FL,91750,no,yes,no,cellular,Selfemployeed,5225,2
715366083,37,F,3,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,5225,2
715517733,44,F,5,Unknown,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,5225,3
716024808,41,F,3,Graduate,Single,FL,91750,no,no,no,unknown,Selfemployeed,5225,3
719154483,56,F,2,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,5225,4
720504633,33,F,0,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,5225,3
720990183,48,F,3,Unknown,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,5225,3
768490458,45,F,3,High School,Single,TX,91750,yes,no,yes,unknown,Selfemployeed,5225,3
769137108,36,F,1,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,5225,4
769433508,49,F,2,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,5225,5
771028533,54,F,1,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,5225,4
771742533,52,F,2,High School,Married,CA,91750,yes,no,no,cellular,Selfemployeed,5225,4
771809733,51,F,2,Doctorate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,5225,3
778506633,49,F,3,Graduate,Single,TX,91750,no,no,no,telephone,Selfemployeed,5225,4
778699908,50,F,3,Doctorate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,5225,5
778770783,50,F,2,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,5225,5
779610033,44,F,1,Unknown,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,5225,4
780292683,35,F,1,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,5225,4
784725333,45,F,5,Unknown,Married,NJ,91750,no,no,no,telephone,Selfemployeed,5225,5
785432733,49,F,3,Uneducated,Single,NY,91750,no,no,no,unknown,Selfemployeed,5225,4
789577833,50,F,2,Graduate,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,5225,5
790099758,42,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,5225,4
797707008,39,F,2,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,5225,4
804668658,50,F,2,High School,Married,TX,91750,yes,no,no,unknown,Selfemployeed,5225,4
812420358,60,F,0,Unknown,Single,TX,91750,no,no,no,cellular,Selfemployeed,5225,5
819700533,46,F,2,Unknown,Married,NY,91750,no,yes,no,unknown,Selfemployeed,5225,4
708476808,55,F,1,Doctorate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3
708967608,50,F,4,Unknown,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,5525,1
709278258,39,F,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,5525,3
709382958,56,F,4,Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,5525,3
709961958,45,F,4,Doctorate,Unknown,NJ,91750,yes,no,no,unknown,Selfemployeed,5525,2
710387583,40,F,4,Uneducated,Married,TX,91750,no,no,yes,cellular,Selfemployeed,5525,2
710565408,43,F,5,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,5525,2
710829108,45,F,3,Post-Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,5525,1
711089733,50,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,5525,2
711509658,56,F,2,Graduate,Married,TX,91750,no,yes,no,unknown,Selfemployeed,5525,2
711569433,53,F,1,Graduate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,5525,2
711615933,35,F,3,Doctorate,Single,FL,91750,no,no,no,cellular,Selfemployeed,5525,1
711827958,41,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,5525,3
712196508,62,F,0,Graduate,Married,MI,91750,no,yes,no,cellular,Selfemployeed,5525,1
712981383,58,F,4,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,5525,3
713061558,38,F,2,Graduate,Single,CA,91750,no,yes,no,unknown,Selfemployeed,5525,3
713104458,41,F,4,High School,Single,NY,91750,no,yes,no,unknown,Selfemployeed,5525,3
713206683,54,F,1,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,5525,2
713663508,44,F,4,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,5525,3
714334383,48,F,4,High School,Married,TX,91750,yes,no,no,unknown,Selfemployeed,5525,3
714639783,43,F,2,Uneducated,Unknown,FL,91750,yes,yes,no,cellular,Selfemployeed,5525,5
714791208,37,F,2,Unknown,Married,TX,91750,yes,yes,yes,cellular,Selfemployeed,5525,3
714914583,37,F,2,High School,Married,SC,91750,yes,no,no,unknown,Selfemployeed,5525,3
715203108,47,F,2,Post-Graduate,Single,CA,91750,no,no,yes,telephone,Selfemployeed,5525,1
716479233,45,F,3,High School,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,5525,3
716608608,47,F,4,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,5525,1
717891558,47,F,4,Post-Graduate,Unknown,TX,91750,yes,yes,yes,unknown,Selfemployeed,5525,3
718414008,48,F,3,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,5525,3
718464258,47,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,4
718465458,48,F,3,Graduate,Unknown,NY,91750,no,yes,yes,unknown,Selfemployeed,5525,5
718759833,45,F,3,Graduate,Single,FL,91750,no,no,yes,cellular,Selfemployeed,5525,5
718813833,38,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,5525,4
719068683,63,F,0,Uneducated,Married,NY,91750,no,yes,no,cellular,Selfemployeed,5525,4
720185058,57,F,2,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3
720272958,39,F,2,Graduate,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,5525,5
720476733,40,F,5,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,5525,5
720572508,41,F,2,Post-Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,5525,4
720902133,47,F,1,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,5525,5
752666508,41,F,2,Uneducated,Married,NY,91750,no,no,no,unknown,Selfemployeed,5525,4
753327333,50,F,5,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,5525,4
755420433,45,F,4,High School,Single,FL,91750,no,no,no,telephone,Selfemployeed,5525,4
768600558,51,F,4,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,5525,5
769732233,46,F,3,Uneducated,Single,TX,91750,no,no,no,unknown,Selfemployeed,5525,3
770817783,49,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3
771071958,41,F,2,High School,Single,TX,91750,yes,no,no,cellular,Selfemployeed,5525,3
771544533,38,F,3,Graduate,Married,SC,91750,no,yes,no,unknown,Selfemployeed,5525,4
773373108,33,F,2,Doctorate,Single,NJ,91750,no,no,no,unknown,Selfemployeed,5525,4
773827008,40,F,1,Graduate,Married,CA,91750,no,yes,no,telephone,Selfemployeed,5525,5
778348233,35,F,2,Graduate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,5525,4
779509983,41,F,1,Uneducated,Single,CA,91750,no,yes,no,unknown,Selfemployeed,5525,4
779722308,54,F,3,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,3
779862408,44,F,5,High School,Unknown,FL,91750,no,yes,no,cellular,Selfemployeed,5525,5
780095808,26,F,0,High School,Single,FL,91750,yes,yes,yes,unknown,Selfemployeed,5525,4
787463508,26,F,1,High School,Unknown,TX,91750,yes,no,no,telephone,Selfemployeed,5525,3
788780958,60,F,1,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,5525,5
789605658,48,F,3,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,5525,4
789853533,37,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,5525,3
791856033,45,F,3,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,5525,4
795979833,43,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Selfemployeed,5525,5
806624208,39,F,4,Graduate,Single,NY,91750,yes,no,no,unknown,Selfemployeed,5525,4
816600933,44,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,5525,3
826723308,41,F,4,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,5525,5
708421833,54,F,2,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550,2
708455883,33,F,0,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,6550,2
708492558,56,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,6550,2
708927108,50,F,4,Uneducated,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,6550,3
709025583,39,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,6550,1
709103358,41,F,4,Unknown,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,1
709855608,61,F,0,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,2
710802258,56,F,0,High School,Married,FL,91750,yes,no,no,unknown,Selfemployeed,6550,2
710806083,59,F,2,Unknown,Single,TX,91750,no,no,no,unknown,Selfemployeed,6550,2
711147483,41,F,3,High School,Married,NY,91750,no,yes,no,unknown,Selfemployeed,6550,2
712454058,36,F,3,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,6550,3
712523283,28,F,0,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,1
712689333,51,F,2,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,6550,2
712899333,50,F,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,6550,3
713134458,32,F,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,6550,2
713308683,52,F,1,Uneducated,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,3
714831033,42,F,4,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,6550,1
714964758,39,F,1,High School,Married,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,1
715050408,58,F,2,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,2
716027208,51,F,3,High School,Married,CA,91750,no,no,no,unknown,Selfemployeed,6550,2
716568708,57,F,3,Doctorate,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,6550,2
716984658,55,F,2,Doctorate,Married,CA,91750,no,no,no,cellular,Selfemployeed,6550,2
718923858,49,F,5,Graduate,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,6550,4
719091333,65,F,0,High School,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,6550,4
719146008,50,F,2,Post-Graduate,Married,CA,91750,yes,no,no,unknown,Selfemployeed,6550,4
719226333,64,F,1,High School,Single,CA,91750,no,yes,no,cellular,Selfemployeed,6550,4
719470458,43,F,2,High School,Married,CA,91750,yes,no,no,unknown,Selfemployeed,6550,5
719662458,57,F,3,Unknown,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550,3
719679858,52,F,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,4
719942883,54,F,3,High School,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550,3
719989008,60,F,0,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550,3
720141408,26,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,6550,4
721074183,49,F,3,Uneducated,Married,IL,91750,no,no,no,telephone,Selfemployeed,6550,4
721178583,62,F,0,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,6550,4
753606108,28,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,6550,4
769574883,43,F,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Selfemployeed,6550,3
772426383,27,F,1,High School,Married,TX,91750,no,no,no,unknown,Selfemployeed,6550,5
780198258,39,F,3,Uneducated,Single,TX,91750,yes,no,no,unknown,Selfemployeed,6550,5
787541883,43,F,2,Graduate,Married,NY,91750,no,yes,no,unknown,Selfemployeed,6550,5
787584108,51,F,2,Graduate,Single,CA,91750,no,no,no,unknown,Selfemployeed,6550,5
787595658,37,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,6550,5
788730933,45,F,4,Unknown,Married,TX,91750,yes,no,yes,unknown,Selfemployeed,6550,5
789124683,49,F,2,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,6550,4
789198708,44,F,4,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,6550,4
789270033,34,F,4,Doctorate,Married,NY,91750,no,no,no,cellular,Selfemployeed,6550,3
789777408,42,F,4,Unknown,Married,TX,91750,yes,no,no,cellular,Selfemployeed,6550,4
789886533,56,F,2,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,6550,5
789968058,59,F,1,Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,6550,4
790145733,43,F,3,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,6550,5
803796708,49,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,6550,4
804595158,39,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,6550,4
811604133,36,F,0,Uneducated,Single,NY,91750,no,yes,no,unknown,Selfemployeed,6550,3
817663908,42,F,2,Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,6550,5
819610908,45,F,3,Graduate,Single,NY,91750,yes,no,no,unknown,Selfemployeed,6550,4
822130683,48,F,2,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,6550,3
826130133,43,F,2,High School,Unknown,NY,91750,yes,no,no,unknown,Selfemployeed,6550,3
827111283,43,F,1,High School,Single,CA,91750,yes,no,no,cellular,Selfemployeed,6550,4
708177333,42,F,3,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,7865,2
710706558,51,F,0,Uneducated,Married,CA,91750,no,no,no,unknown,Selfemployeed,7865,2
711692508,48,F,1,Unknown,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,7865,2
712784058,56,F,5,Doctorate,Married,NY,91750,no,no,no,cellular,Selfemployeed,7865,2
714133158,39,F,3,Post-Graduate,Unknown,FL,91750,yes,no,no,cellular,Selfemployeed,7865,1
715915458,38,F,3,Uneducated,Single,NY,91750,no,no,no,cellular,Selfemployeed,7865,1
716545383,60,F,0,High School,Single,NJ,91750,no,no,no,unknown,Selfemployeed,7865,3
717860358,51,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,7865,1
718490658,55,F,2,Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,7865,5
719327808,52,F,2,Uneducated,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,7865,4
